CLNN,DAYS,TIMES,TS_D,SAA
3906,0,심야,18,411
3906,0,아침오전,18,345
3906,0,오후,9,164
3906,0,저녁,8,137
3906,0,점심,9,150
3907,0,밤,6,94
3907,0,심야,19,363
3907,0,아침오전,16,293
3907,0,오후,14,267
3907,0,저녁,15,294
3907,0,점심,10,198
3908,0,밤,6,114
3908,0,심야,19,475
3908,0,아침오전,11,184
3908,0,오후,14,272
3908,0,저녁,6,185
3908,0,점심,7,97
3909,0,밤,10,215
3909,0,심야,19,362
3909,0,아침오전,14,260
3909,0,오후,9,162
3909,0,저녁,8,218
3909,0,점심,13,197
3910,0,밤,8,107
3910,0,심야,22,374
3910,0,아침오전,5,80
3910,0,오후,17,296
3910,0,저녁,11,154
3910,0,점심,10,185
3911,0,밤,9,167
3911,0,심야,21,405
3911,0,아침오전,14,277
3911,0,오후,15,270
3911,0,저녁,15,312
3911,0,점심,10,152
3912,0,밤,13,176
3912,0,심야,27,581
3912,0,아침오전,10,204
3912,0,오후,15,217
3912,0,저녁,8,124
3912,0,점심,4,51
3913,0,밤,7,108
3913,0,심야,15,277
3913,0,아침오전,17,337
3913,0,오후,13,308
3913,0,저녁,10,234
3913,0,점심,12,255
3914,0,밤,9,265
3914,0,심야,27,555
3914,0,아침오전,14,226
3914,0,오후,19,399
3914,0,저녁,14,275
3914,0,점심,9,239
3915,0,밤,7,166
3915,0,심야,21,323
3915,0,아침오전,16,276
3915,0,오후,7,88
3915,0,저녁,7,91
3915,0,점심,9,141
3916,0,밤,10,138
3916,0,심야,25,372
3916,0,아침오전,9,81
3916,0,오후,16,306
3916,0,저녁,10,212
3916,0,점심,8,181
3917,0,밤,15,313
3917,0,심야,19,367
3917,0,아침오전,13,203
3917,0,오후,7,202
3917,0,저녁,10,163
3917,0,점심,8,148
3918,0,밤,7,119
3918,0,심야,22,384
3918,0,아침오전,12,235
3918,0,오후,12,299
3918,0,저녁,7,96
3918,0,점심,9,172
3919,0,밤,13,250
3919,0,심야,22,456
3919,0,아침오전,12,212
3919,0,오후,6,101
3919,0,저녁,13,277
3919,0,점심,11,268
3920,0,밤,10,139
3920,0,심야,19,470
3920,0,아침오전,7,138
3920,0,오후,10,209
3920,0,저녁,9,144
3920,0,점심,4,82
3921,0,밤,3,35
3921,0,심야,17,323
3921,0,아침오전,14,250
3921,0,오후,14,314
3921,0,저녁,7,155
3921,0,점심,6,177
3922,0,밤,11,168
3922,0,심야,20,351
3922,0,아침오전,8,210
3922,0,오후,6,101
3922,0,저녁,11,154
3922,0,점심,6,75
3923,0,밤,12,165
3923,0,심야,22,347
3923,0,아침오전,11,175
3923,0,오후,18,308
3923,0,저녁,9,180
3923,0,점심,15,412
3924,0,밤,13,211
3924,0,심야,22,428
3924,0,아침오전,9,163
3924,0,오후,9,115
3924,0,저녁,10,187
3924,0,점심,6,190
3925,0,밤,8,130
3925,0,심야,20,354
3925,0,아침오전,17,334
3925,0,오후,11,192
3925,0,저녁,11,215
3925,0,점심,13,167
3926,0,밤,12,251
3926,0,심야,23,496
3926,0,아침오전,8,116
3926,0,오후,20,476
3926,0,저녁,4,97
3926,0,점심,8,174
3927,0,밤,7,115
3927,0,심야,21,319
3927,0,아침오전,13,207
3927,0,오후,20,431
3927,0,저녁,4,101
3927,0,점심,8,156
3928,0,밤,9,160
3928,0,심야,31,544
3928,0,아침오전,17,422
3928,0,오후,13,268
3928,0,저녁,13,253
3928,0,점심,8,127
3929,0,밤,7,173
3929,0,심야,16,298
3929,0,아침오전,15,320
3929,0,오후,15,252
3929,0,저녁,19,321
3929,0,점심,16,319
3930,0,밤,8,200
3930,0,심야,19,367
3930,0,아침오전,12,256
3930,0,오후,12,252
3930,0,저녁,12,204
3930,0,점심,4,35
3931,0,밤,8,106
3931,0,심야,15,284
3931,0,아침오전,9,189
3931,0,오후,11,198
3931,0,저녁,8,107
3931,0,점심,12,318
3932,0,밤,14,227
3932,0,심야,20,302
3932,0,아침오전,16,312
3932,0,오후,10,161
3932,0,저녁,14,286
3932,0,점심,10,206
3933,0,밤,6,178
3933,0,심야,23,438
3933,0,아침오전,10,150
3933,0,오후,11,196
3933,0,저녁,2,72
3933,0,점심,14,274
3934,0,밤,7,114
3934,0,심야,19,334
3934,0,아침오전,11,151
3934,0,오후,8,128
3934,0,저녁,14,280
3934,0,점심,5,90
3935,0,밤,7,133
3935,0,심야,12,301
3935,0,아침오전,11,142
3935,0,오후,11,148
3935,0,저녁,9,153
3935,0,점심,6,113
3936,0,밤,8,121
3936,0,심야,25,550
3936,0,아침오전,8,167
3936,0,오후,15,303
3936,0,저녁,6,91
3936,0,점심,9,117
3937,0,밤,10,212
3937,0,심야,26,522
3937,0,아침오전,12,212
3937,0,오후,10,170
3937,0,저녁,12,220
3937,0,점심,12,291
3938,0,밤,18,378
3938,0,심야,20,311
3938,0,아침오전,22,396
3938,0,오후,5,116
3938,0,저녁,7,121
3938,0,점심,6,71
3939,0,밤,9,109
3939,0,심야,20,342
3939,0,아침오전,23,382
3939,0,오후,10,249
3939,0,저녁,14,274
3939,0,점심,7,105
3940,0,밤,8,128
3940,0,심야,21,391
3940,0,아침오전,16,318
3940,0,오후,10,151
3940,0,저녁,11,232
3940,0,점심,8,194
3941,0,밤,3,47
3941,0,심야,14,256
3941,0,아침오전,9,181
3941,0,오후,11,203
3941,0,저녁,13,236
3941,0,점심,16,332
3942,0,밤,11,159
3942,0,심야,21,352
3942,0,아침오전,12,282
3942,0,오후,17,367
3942,0,저녁,9,186
3942,0,점심,8,134
3943,0,밤,7,142
3943,0,심야,21,344
3943,0,아침오전,8,153
3943,0,오후,14,343
3943,0,저녁,8,149
3943,0,점심,11,241
3944,0,밤,10,174
3944,0,심야,27,607
3944,0,아침오전,17,274
3944,0,오후,11,212
3944,0,저녁,10,178
3944,0,점심,7,130
3945,0,밤,9,225
3945,0,심야,24,421
3945,0,아침오전,9,146
3945,0,오후,12,195
3945,0,저녁,12,172
3945,0,점심,11,196
3946,0,밤,11,287
3946,0,심야,15,263
3946,0,아침오전,13,326
3946,0,오후,15,300
3946,0,저녁,5,128
3946,0,점심,16,259
3947,0,밤,9,155
3947,0,심야,23,407
3947,0,아침오전,12,251
3947,0,오후,15,284
3947,0,저녁,2,11
3947,0,점심,6,142
3948,0,밤,14,225
3948,0,심야,23,364
3948,0,아침오전,8,198
3948,0,오후,15,292
3948,0,저녁,7,153
3948,0,점심,10,154
3949,0,밤,6,157
3949,0,심야,22,346
3949,0,아침오전,13,231
3949,0,오후,15,234
3949,0,저녁,12,297
3949,0,점심,10,174
3950,0,밤,7,134
3950,0,심야,15,224
3950,0,아침오전,10,219
3950,0,오후,16,365
3950,0,저녁,12,249
3950,0,점심,12,241
3951,0,밤,7,158
3951,0,심야,24,459
3951,0,아침오전,15,286
3951,0,오후,12,228
3951,0,저녁,4,58
3951,0,점심,6,107
3952,0,밤,9,176
3952,0,심야,26,561
3952,0,아침오전,17,338
3952,0,오후,16,350
3952,0,저녁,10,229
3952,0,점심,9,82
3953,0,밤,9,181
3953,0,심야,19,400
3953,0,아침오전,14,259
3953,0,오후,11,160
3953,0,저녁,11,201
3953,0,점심,7,164
3954,0,밤,11,151
3954,0,심야,19,334
3954,0,아침오전,9,167
3954,0,오후,12,213
3954,0,저녁,7,174
3954,0,점심,10,215
3955,0,밤,8,191
3955,0,심야,17,329
3955,0,아침오전,18,438
3955,0,오후,9,130
3955,0,저녁,14,270
3955,0,점심,9,202
3956,0,밤,4,77
3956,0,심야,16,335
3956,0,아침오전,21,431
3956,0,오후,6,136
3956,0,저녁,4,58
3956,0,점심,15,250
3957,0,밤,10,256
3957,0,심야,21,426
3957,0,아침오전,16,280
3957,0,오후,16,295
3957,0,저녁,6,90
3957,0,점심,11,111
3958,0,밤,12,185
3958,0,심야,20,350
3958,0,아침오전,12,255
3958,0,오후,13,256
3958,0,저녁,9,255
3958,0,점심,6,128
3959,0,밤,7,135
3959,0,심야,22,419
3959,0,아침오전,11,144
3959,0,오후,13,260
3959,0,저녁,9,185
3959,0,점심,12,216
3960,0,밤,10,228
3960,0,심야,20,406
3960,0,아침오전,11,217
3960,0,오후,19,346
3960,0,저녁,8,129
3960,0,점심,5,92
3961,0,밤,14,225
3961,0,심야,18,272
3961,0,아침오전,11,154
3961,0,오후,16,232
3961,0,저녁,8,125
3961,0,점심,19,357
3962,0,밤,8,119
3962,0,심야,19,374
3962,0,아침오전,13,247
3962,0,오후,11,257
3962,0,저녁,7,128
3962,0,점심,10,128
3963,0,밤,12,278
3963,0,심야,24,521
3963,0,아침오전,13,283
3963,0,오후,16,361
3963,0,저녁,8,122
3963,0,점심,12,251
3964,0,밤,14,209
3964,0,심야,23,482
3964,0,아침오전,14,218
3964,0,오후,15,196
3964,0,저녁,9,135
3964,0,점심,11,167
3965,0,밤,11,130
3965,0,심야,17,312
3965,0,아침오전,21,388
3965,0,오후,17,276
3965,0,저녁,9,164
3965,0,점심,9,183
3966,0,밤,8,166
3966,0,심야,9,145
3966,0,아침오전,16,299
3966,0,오후,13,244
3966,0,저녁,12,197
3966,0,점심,2,38
3967,0,밤,18,340
3967,0,심야,22,412
3967,0,아침오전,20,343
3967,0,오후,10,174
3967,0,저녁,7,112
3967,0,점심,13,246
3968,0,밤,6,100
3968,0,심야,21,383
3968,0,아침오전,19,310
3968,0,오후,9,147
3968,0,저녁,8,160
3968,0,점심,18,345
3969,0,밤,12,222
3969,0,심야,24,493
3969,0,아침오전,8,212
3969,0,오후,10,235
3969,0,저녁,11,228
3969,0,점심,8,182
3970,0,밤,9,148
3970,0,심야,18,273
3970,0,아침오전,4,63
3970,0,오후,6,88
3970,0,저녁,9,130
3970,0,점심,14,241
3971,0,밤,6,125
3971,0,심야,19,331
3971,0,아침오전,13,165
3971,0,오후,16,240
3971,0,저녁,5,66
3971,0,점심,11,159
3972,0,밤,7,84
3972,0,심야,20,344
3972,0,아침오전,13,260
3972,0,오후,16,285
3972,0,저녁,12,231
3972,0,점심,9,125
3973,0,밤,10,186
3973,0,심야,21,410
3973,0,아침오전,15,309
3973,0,오후,7,117
3973,0,저녁,16,223
3973,0,점심,12,214
3974,0,밤,7,101
3974,0,심야,21,404
3974,0,아침오전,13,196
3974,0,오후,14,328
3974,0,저녁,8,158
3974,0,점심,11,247
3975,0,밤,13,240
3975,0,심야,22,309
3975,0,아침오전,14,281
3975,0,오후,7,183
3975,0,저녁,12,205
3975,0,점심,7,101
3976,0,밤,6,106
3976,0,심야,26,464
3976,0,아침오전,8,159
3976,0,오후,13,244
3976,0,저녁,11,228
3976,0,점심,9,132
3977,0,밤,12,188
3977,0,심야,22,434
3977,0,아침오전,8,217
3977,0,오후,16,235
3977,0,저녁,7,175
3977,0,점심,8,98
3978,0,밤,10,226
3978,0,심야,10,196
3978,0,아침오전,15,312
3978,0,오후,19,378
3978,0,저녁,10,222
3978,0,점심,14,331
3979,0,밤,8,176
3979,0,심야,18,298
3979,0,아침오전,5,83
3979,0,오후,9,179
3979,0,저녁,14,313
3979,0,점심,10,180
3980,0,밤,8,184
3980,0,심야,17,330
3980,0,아침오전,12,343
3980,0,오후,15,307
3980,0,저녁,7,159
3980,0,점심,10,212
3981,0,밤,12,186
3981,0,심야,27,467
3981,0,아침오전,22,427
3981,0,오후,14,236
3981,0,저녁,8,109
3981,0,점심,6,124
3982,0,밤,4,91
3982,0,심야,18,269
3982,0,아침오전,11,176
3982,0,오후,10,198
3982,0,저녁,15,351
3982,0,점심,5,121
3983,0,밤,11,210
3983,0,심야,16,266
3983,0,아침오전,10,168
3983,0,오후,11,285
3983,0,저녁,10,206
3983,0,점심,8,216
3984,0,밤,10,144
3984,0,심야,16,352
3984,0,아침오전,14,297
3984,0,오후,13,239
3984,0,저녁,12,270
3984,0,점심,10,181
3985,0,밤,12,232
3985,0,심야,20,405
3985,0,아침오전,8,88
3985,0,오후,11,257
3985,0,저녁,9,167
3985,0,점심,18,411
3986,0,밤,7,168
3986,0,심야,22,382
3986,0,아침오전,14,219
3986,0,오후,12,229
3986,0,저녁,16,284
3986,0,점심,10,180
3987,0,밤,11,205
3987,0,심야,20,362
3987,0,아침오전,10,174
3987,0,오후,11,239
3987,0,저녁,4,65
3987,0,점심,10,167
3988,0,밤,12,160
3988,0,심야,28,575
3988,0,아침오전,13,276
3988,0,오후,14,243
3988,0,저녁,14,205
3988,0,점심,8,189
3989,0,밤,7,174
3989,0,심야,21,363
3989,0,아침오전,14,261
3989,0,오후,11,225
3989,0,저녁,11,170
3989,0,점심,12,266
3990,0,밤,18,370
3990,0,심야,17,385
3990,0,아침오전,23,474
3990,0,오후,9,183
3990,0,저녁,7,131
3990,0,점심,9,131
3991,0,밤,18,273
3991,0,심야,23,421
3991,0,아침오전,11,183
3991,0,오후,7,140
3991,0,저녁,10,235
3991,0,점심,12,256
3992,0,밤,11,204
3992,0,심야,25,495
3992,0,아침오전,14,324
3992,0,오후,9,129
3992,0,저녁,10,184
3992,0,점심,7,112
3993,0,밤,8,175
3993,0,심야,19,324
3993,0,아침오전,8,125
3993,0,오후,14,277
3993,0,저녁,5,105
3993,0,점심,6,94
3994,0,밤,10,225
3994,0,심야,19,341
3994,0,아침오전,15,289
3994,0,오후,12,214
3994,0,저녁,6,141
3994,0,점심,11,317
3995,0,밤,17,279
3995,0,심야,18,347
3995,0,아침오전,13,247
3995,0,오후,12,192
3995,0,저녁,4,61
3995,0,점심,8,217
3996,0,밤,9,184
3996,0,심야,28,609
3996,0,아침오전,6,87
3996,0,오후,10,218
3996,0,저녁,3,55
3996,0,점심,10,199
3997,0,밤,9,152
3997,0,심야,29,481
3997,0,아침오전,13,213
3997,0,오후,7,75
3997,0,저녁,12,157
3997,0,점심,12,244
3998,0,밤,12,243
3998,0,심야,15,251
3998,0,아침오전,10,207
3998,0,오후,8,154
3998,0,저녁,6,112
3998,0,점심,10,174
3999,0,밤,13,271
3999,0,심야,20,419
3999,0,아침오전,16,285
3999,0,오후,11,196
3999,0,저녁,7,117
3999,0,점심,11,211
4000,0,밤,8,203
4000,0,심야,21,465
4000,0,아침오전,16,291
4000,0,오후,7,118
4000,0,저녁,5,104
4000,0,점심,11,211
4001,0,밤,13,334
4001,0,심야,17,389
4001,0,아침오전,14,308
4001,0,오후,16,283
4001,0,저녁,7,125
4001,0,점심,4,71
4002,0,밤,8,223
4002,0,심야,20,396
4002,0,아침오전,9,168
4002,0,오후,10,167
4002,0,저녁,7,114
4002,0,점심,6,104
4003,0,밤,10,140
4003,0,심야,17,239
4003,0,아침오전,17,393
4003,0,오후,12,189
4003,0,저녁,10,193
4003,0,점심,12,139
4004,0,밤,10,182
4004,0,심야,22,366
4004,0,아침오전,10,233
4004,0,오후,16,395
4004,0,저녁,8,144
4004,0,점심,7,113
4005,0,밤,7,151
4005,0,심야,27,555
4005,0,아침오전,14,242
4005,0,오후,8,89
4005,0,저녁,14,259
4005,0,점심,10,238
4006,0,밤,7,142
4006,0,심야,22,323
4006,0,아침오전,20,309
4006,0,오후,15,302
4006,0,저녁,10,170
4006,0,점심,10,269
4007,0,밤,11,235
4007,0,심야,26,445
4007,0,아침오전,19,374
4007,0,오후,11,259
4007,0,저녁,8,142
4007,0,점심,12,259
4008,0,밤,7,173
4008,0,심야,16,356
4008,0,아침오전,11,221
4008,0,오후,11,196
4008,0,저녁,7,141
4008,0,점심,9,194
4009,0,밤,10,249
4009,0,심야,24,425
4009,0,아침오전,9,154
4009,0,오후,13,274
4009,0,저녁,10,193
4009,0,점심,11,248
4010,0,밤,10,228
4010,0,심야,20,439
4010,0,아침오전,7,156
4010,0,오후,6,113
4010,0,저녁,13,355
4010,0,점심,10,178
4011,0,밤,11,151
4011,0,심야,21,449
4011,0,아침오전,10,184
4011,0,오후,18,374
4011,0,저녁,10,238
4011,0,점심,13,252
4012,0,밤,8,124
4012,0,심야,25,375
4012,0,아침오전,14,306
4012,0,오후,9,158
4012,0,저녁,5,81
4012,0,점심,11,243
4013,0,밤,7,139
4013,0,심야,21,315
4013,0,아침오전,13,303
4013,0,오후,10,235
4013,0,저녁,6,74
4013,0,점심,9,134
4014,0,밤,6,124
4014,0,심야,25,481
4014,0,아침오전,12,275
4014,0,오후,11,165
4014,0,저녁,14,284
4014,0,점심,10,185
4015,0,밤,5,88
4015,0,심야,19,357
4015,0,아침오전,13,225
4015,0,오후,17,279
4015,0,저녁,10,214
4015,0,점심,3,47
4016,0,밤,11,232
4016,0,심야,31,459
4016,0,아침오전,14,248
4016,0,오후,17,325
4016,0,저녁,8,190
4016,0,점심,6,138
4017,0,밤,9,166
4017,0,심야,22,333
4017,0,아침오전,13,285
4017,0,오후,10,183
4017,0,저녁,10,107
4017,0,점심,14,255
4018,0,밤,7,184
4018,0,심야,19,370
4018,0,아침오전,11,271
4018,0,오후,8,92
4018,0,저녁,9,291
4018,0,점심,9,207
4019,0,밤,11,266
4019,0,심야,18,282
4019,0,아침오전,7,175
4019,0,오후,13,184
4019,0,저녁,7,108
4019,0,점심,18,329
4020,0,밤,10,180
4020,0,심야,22,358
4020,0,아침오전,17,316
4020,0,오후,7,169
4020,0,저녁,8,106
4020,0,점심,10,224
4021,0,밤,13,164
4021,0,심야,17,332
4021,0,아침오전,7,118
4021,0,오후,9,171
4021,0,저녁,7,113
4021,0,점심,10,257
4022,0,밤,8,118
4022,0,심야,22,353
4022,0,아침오전,13,237
4022,0,오후,15,271
4022,0,저녁,10,203
4022,0,점심,10,177
4023,0,밤,16,260
4023,0,심야,24,455
4023,0,아침오전,7,156
4023,0,오후,11,199
4023,0,저녁,8,162
4023,0,점심,12,230
4024,0,밤,9,196
4024,0,심야,22,388
4024,0,아침오전,11,152
4024,0,오후,10,174
4024,0,저녁,8,155
4024,0,점심,9,99
4025,0,밤,10,120
4025,0,심야,18,265
4025,0,아침오전,10,172
4025,0,오후,11,183
4025,0,저녁,8,155
4025,0,점심,4,49
4026,0,밤,10,211
4026,0,심야,14,269
4026,0,아침오전,10,173
4026,0,오후,12,146
4026,0,저녁,11,270
4026,0,점심,11,246
4027,0,밤,10,175
4027,0,심야,20,428
4027,0,아침오전,15,197
4027,0,오후,15,215
4027,0,저녁,10,174
4027,0,점심,8,113
4028,0,밤,6,131
4028,0,심야,22,357
4028,0,아침오전,17,404
4028,0,오후,12,217
4028,0,저녁,11,223
4028,0,점심,12,278
4029,0,밤,7,74
4029,0,심야,18,318
4029,0,아침오전,8,167
4029,0,오후,14,292
4029,0,저녁,5,92
4029,0,점심,11,174
4030,0,밤,13,297
4030,0,심야,25,500
4030,0,아침오전,10,159
4030,0,오후,11,245
4030,0,저녁,9,181
4030,0,점심,4,70
4031,0,밤,6,54
4031,0,심야,19,412
4031,0,아침오전,9,250
4031,0,오후,13,224
4031,0,저녁,6,105
4031,0,점심,4,54
4032,0,밤,12,227
4032,0,심야,27,457
4032,0,아침오전,12,229
4032,0,오후,12,252
4032,0,저녁,7,164
4032,0,점심,7,127
4033,0,밤,10,206
4033,0,심야,19,449
4033,0,아침오전,11,182
4033,0,오후,15,191
4033,0,저녁,14,275
4033,0,점심,13,225
4034,0,밤,14,261
4034,0,심야,28,646
4034,0,아침오전,15,368
4034,0,오후,12,209
4034,0,저녁,14,288
4034,0,점심,10,181
4035,0,밤,14,196
4035,0,심야,21,482
4035,0,아침오전,11,206
4035,0,오후,15,295
4035,0,저녁,7,106
4035,0,점심,4,58
4036,0,밤,8,179
4036,0,심야,24,487
4036,0,아침오전,6,117
4036,0,오후,17,307
4036,0,저녁,7,131
4036,0,점심,7,122
4037,0,밤,8,189
4037,0,심야,24,427
4037,0,아침오전,11,189
4037,0,오후,7,120
4037,0,저녁,9,254
4037,0,점심,14,299
4038,0,밤,10,212
4038,0,심야,20,453
4038,0,아침오전,9,150
4038,0,오후,13,222
4038,0,저녁,9,127
4038,0,점심,13,225
4039,0,밤,5,64
4039,0,심야,17,314
4039,0,아침오전,5,153
4039,0,오후,14,219
4039,0,저녁,5,75
4039,0,점심,9,183
4040,0,밤,14,296
4040,0,심야,21,462
4040,0,아침오전,7,97
4040,0,오후,9,144
4040,0,저녁,10,179
4040,0,점심,10,120
4041,0,밤,10,197
4041,0,심야,21,406
4041,0,아침오전,14,229
4041,0,오후,16,357
4041,0,저녁,12,221
4041,0,점심,6,135
4042,0,밤,7,162
4042,0,심야,18,280
4042,0,아침오전,4,141
4042,0,오후,7,84
4042,0,저녁,10,225
4042,0,점심,14,285
4043,0,밤,11,229
4043,0,심야,18,328
4043,0,아침오전,11,238
4043,0,오후,16,288
4043,0,저녁,9,162
4043,0,점심,7,183
4044,0,밤,8,161
4044,0,심야,21,342
4044,0,아침오전,14,264
4044,0,오후,12,202
4044,0,저녁,12,303
4044,0,점심,7,134
4045,0,밤,10,154
4045,0,심야,30,541
4045,0,아침오전,16,320
4045,0,오후,13,212
4045,0,저녁,9,113
4045,0,점심,10,228
4046,0,밤,12,219
4046,0,심야,20,331
4046,0,아침오전,12,261
4046,0,오후,7,95
4046,0,저녁,9,158
4046,0,점심,10,211
4047,0,밤,6,120
4047,0,심야,21,448
4047,0,아침오전,14,299
4047,0,오후,12,297
4047,0,저녁,8,142
4047,0,점심,5,104
4048,0,밤,13,247
4048,0,심야,19,341
4048,0,아침오전,16,299
4048,0,오후,13,295
4048,0,저녁,9,175
4048,0,점심,5,136
4049,0,밤,7,129
4049,0,심야,19,421
4049,0,아침오전,9,158
4049,0,오후,10,240
4049,0,저녁,12,196
4049,0,점심,5,113
4050,0,밤,18,304
4050,0,심야,27,439
4050,0,아침오전,14,276
4050,0,오후,10,150
4050,0,저녁,11,257
4050,0,점심,8,143
4051,0,밤,7,150
4051,0,심야,13,229
4051,0,아침오전,16,240
4051,0,오후,12,181
4051,0,저녁,8,165
4051,0,점심,8,117
4052,0,밤,7,230
4052,0,심야,32,586
4052,0,아침오전,14,300
4052,0,오후,13,287
4052,0,저녁,10,265
4052,0,점심,12,159
4053,0,밤,10,188
4053,0,심야,22,427
4053,0,아침오전,14,300
4053,0,오후,4,33
4053,0,저녁,9,126
4053,0,점심,7,113
4054,0,밤,5,91
4054,0,심야,26,465
4054,0,아침오전,8,139
4054,0,오후,20,300
4054,0,저녁,10,143
4054,0,점심,7,108
4055,0,밤,6,124
4055,0,심야,15,283
4055,0,아침오전,9,157
4055,0,오후,10,156
4055,0,저녁,9,165
4055,0,점심,6,99
4056,0,밤,9,159
4056,0,심야,14,252
4056,0,아침오전,11,219
4056,0,오후,14,307
4056,0,저녁,9,159
4056,0,점심,15,310
4057,0,밤,9,175
4057,0,심야,26,506
4057,0,아침오전,13,278
4057,0,오후,17,286
4057,0,저녁,8,221
4057,0,점심,16,279
4058,0,밤,9,136
4058,0,심야,14,235
4058,0,아침오전,10,173
4058,0,오후,16,322
4058,0,저녁,8,219
4058,0,점심,11,222
4059,0,밤,10,232
4059,0,심야,17,322
4059,0,아침오전,21,480
4059,0,오후,10,219
4059,0,저녁,9,236
4059,0,점심,16,315
4060,0,밤,9,177
4060,0,심야,18,294
4060,0,아침오전,12,176
4060,0,오후,12,217
4060,0,저녁,10,135
4060,0,점심,8,188
4061,0,밤,10,204
4061,0,심야,27,543
4061,0,아침오전,19,302
4061,0,오후,12,247
4061,0,저녁,8,186
4061,0,점심,12,287
4062,0,밤,11,216
4062,0,심야,19,352
4062,0,아침오전,9,105
4062,0,오후,11,180
4062,0,저녁,9,185
4062,0,점심,11,225
4063,0,밤,7,132
4063,0,심야,26,464
4063,0,아침오전,8,157
4063,0,오후,16,294
4063,0,저녁,12,196
4063,0,점심,5,74
4064,0,밤,6,91
4064,0,심야,27,598
4064,0,아침오전,13,245
4064,0,오후,14,215
4064,0,저녁,11,213
4064,0,점심,8,116
4065,0,밤,12,233
4065,0,심야,15,228
4065,0,아침오전,16,330
4065,0,오후,12,160
4065,0,저녁,8,150
4065,0,점심,9,149
4066,0,밤,11,157
4066,0,심야,19,339
4066,0,아침오전,13,375
4066,0,오후,14,269
4066,0,저녁,13,150
4066,0,점심,14,224
4067,0,밤,9,130
4067,0,심야,26,487
4067,0,아침오전,11,230
4067,0,오후,12,258
4067,0,저녁,5,90
4067,0,점심,6,118
4068,0,밤,10,198
4068,0,심야,21,352
4068,0,아침오전,9,253
4068,0,오후,10,207
4068,0,저녁,10,185
4068,0,점심,5,99
4069,0,밤,14,359
4069,0,심야,20,329
4069,0,아침오전,13,268
4069,0,오후,14,269
4069,0,저녁,9,152
4069,0,점심,12,238
4070,0,밤,12,217
4070,0,심야,24,507
4070,0,아침오전,9,201
4070,0,오후,9,246
4070,0,저녁,9,204
4070,0,점심,7,137
4071,0,밤,9,222
4071,0,심야,29,492
4071,0,아침오전,18,376
4071,0,오후,17,305
4071,0,저녁,9,131
4071,0,점심,10,216
4072,0,밤,10,201
4072,0,심야,24,492
4072,0,아침오전,13,183
4072,0,오후,10,213
4072,0,저녁,9,172
4072,0,점심,10,186
4073,0,밤,7,167
4073,0,심야,21,466
4073,0,아침오전,12,210
4073,0,오후,7,248
4073,0,저녁,8,129
4073,0,점심,11,291
4074,0,밤,10,196
4074,0,심야,19,307
4074,0,아침오전,14,196
4074,0,오후,6,162
4074,0,저녁,14,284
4074,0,점심,14,306
4075,0,밤,13,297
4075,0,심야,28,559
4075,0,아침오전,17,314
