CLNN,MCT_ADM_GDS_APB_CD,CLNN,FINAL_CD,SAA,DOF_TF,DAW_CCD,MCT_N,TIME
7442,58,14884,90,86,0,0,79,282470
7442,18,22326,190,82,1,7,173,173533
7443,13,29772,173,104,1,11,147,761486
7443,11,7443,43,73,0,0,59,176908
7443,16,22329,110,57,0,5,62,351265
7444,8,37220,220,117,0,13,148,282694
7444,6,37220,179,111,1,7,123,604891
7444,42,22332,117,90,1,9,196,491226
7445,10,29780,302,121,0,7,181,138755
7445,24,37225,268,105,1,15,276,535438
7445,23,22335,199,102,1,6,96,250301
7446,2,22338,165,57,1,10,149,334086
7446,7,14892,136,45,0,3,68,327361
7446,74,7446,46,42,0,0,44,64753
7447,15,29788,156,65,2,13,154,724434
7447,9,7447,10,64,0,2,3,157469
7447,20,14894,125,50,1,8,168,206776
7448,5,44688,277,132,1,15,317,555984
7448,17,29792,193,90,1,16,206,333169
7448,38,14896,87,69,1,6,120,177269
7449,8,37245,280,110,2,12,90,459673
7449,40,22347,79,75,1,4,137,205510
7449,3,29796,189,73,1,9,147,381996
7450,15,37250,315,126,1,14,145,810460
7450,8,14900,103,61,0,7,91,301754
7450,1,22350,82,59,2,12,160,413074
7451,32,37255,197,83,2,15,210,560147
7451,30,14902,132,69,1,5,118,287798
7451,18,14902,49,64,1,6,150,252996
7452,36,22356,105,101,1,4,84,356109
7452,6,22356,191,61,0,7,123,347084
7452,21,29808,212,59,1,10,101,450391
7453,13,37265,339,96,0,12,173,623833
7453,12,22359,108,77,2,8,220,543157
7453,2,22359,172,76,1,9,161,239279
7454,14,29816,72,86,1,16,206,384747
7454,2,29816,178,82,1,8,217,489233
7454,7,22362,166,71,2,6,192,466686
7455,12,29820,208,80,1,9,167,342168
7455,1,22365,83,77,0,1,129,459022
7455,14,22365,198,73,1,5,131,328379
7456,12,14912,187,110,1,6,68,50966
7456,10,29824,255,94,1,11,278,494051
7456,8,14912,166,64,0,4,37,40375
7457,7,37285,250,95,2,22,274,738072
7457,3,29828,161,72,1,10,141,584018
7457,6,22371,173,61,2,8,196,466717
7458,13,22374,86,76,0,5,117,464591
7458,9,22374,62,64,1,8,143,188730
7458,8,22374,195,63,3,10,241,579225
7459,20,37295,292,101,2,13,227,236754
7459,5,29836,136,93,0,5,224,467665
7459,15,22377,196,81,1,10,108,301095
7460,8,37300,290,149,0,15,203,459532
7460,5,14920,67,97,1,6,162,275495
7460,27,14920,90,79,0,2,38,217939
7461,6,29844,215,87,0,12,77,235754
7461,30,14922,156,83,0,6,152,211972
7461,13,7461,88,62,0,1,53,48783
7462,18,29848,235,139,2,11,149,331571
7462,20,29848,216,101,1,12,154,341613
7462,6,37310,192,99,2,7,284,418815
7463,8,29852,156,108,1,7,214,512833
7463,13,22389,64,103,2,4,115,346469
7463,7,22389,173,81,2,3,138,571584
7464,15,37320,296,89,0,5,216,531950
7464,41,29856,161,75,1,6,221,625379
7464,6,22392,129,69,1,3,83,545969
7465,15,29860,204,100,2,9,215,582571
7465,23,29860,130,78,2,3,241,470198
7465,19,14930,127,74,1,2,67,193195
7466,12,37330,301,112,1,15,219,362333
7466,9,29864,243,84,1,5,285,549391
7466,14,22398,204,74,2,7,180,184990
7467,0,22401,165,75,0,7,127,455800
7467,16,29868,190,64,0,6,283,374805
7467,4,29868,173,58,2,14,149,455135
7468,2,14936,146,86,0,4,145,48144
7468,22,14936,165,76,1,9,177,195587
7468,15,14936,138,63,1,6,54,355961
7469,6,14938,60,79,1,5,189,306284
7469,19,22407,151,70,2,4,101,456336
7469,14,14938,132,66,0,9,39,165374
7470,13,29880,215,72,0,19,271,503150
7470,37,22410,192,69,0,12,243,310719
7470,2,22410,166,65,0,6,188,285521
7471,17,22413,100,97,0,11,129,333345
7471,26,14942,183,92,1,4,43,79900
7471,6,29884,258,82,1,13,206,402982
7472,7,22416,100,90,1,6,201,446464
7472,51,7472,43,63,1,2,99,106691
7472,57,7472,86,62,1,5,50,59913
7473,28,29892,173,85,2,12,299,454888
7473,31,29892,237,66,0,13,201,376376
7473,4,22419,133,56,0,8,77,447319
7474,21,29896,167,90,3,8,228,367702
7474,32,22422,184,87,1,0,56,218517
7474,3,29896,191,65,1,10,137,449213
7475,10,29900,134,130,1,13,172,519851
7475,37,22425,95,87,2,8,120,287181
7475,14,14950,140,59,1,7,22,325710
7476,34,22428,173,100,0,6,78,264868
7476,13,22428,49,75,2,6,163,385897
7476,2,7476,31,71,0,3,61,190189
7477,2,29908,184,105,0,10,188,238763
7477,20,22431,148,70,1,8,138,330151
7477,5,29908,230,69,3,15,197,577733
7478,12,29912,124,110,0,3,90,404176
7478,24,29912,228,76,1,5,202,737043
7478,14,14956,128,61,0,6,160,340340
7479,8,14958,158,67,1,5,109,323745
7479,30,14958,137,64,1,6,11,187866
7479,13,14958,70,62,0,5,89,82448
7480,26,22440,198,77,1,4,212,481766
7480,13,29920,73,70,0,4,252,248943
7480,7,14960,76,65,0,8,61,144709
7481,13,29924,170,137,1,13,141,678885
7481,16,14962,44,84,1,6,95,279138
7481,2,14962,12,77,0,5,159,267890
7482,21,29928,119,101,1,6,234,102230
7482,11,22446,104,89,1,11,190,397839
7482,12,29928,265,88,2,7,148,545793
7483,21,22449,100,105,0,8,125,422568
7483,35,22449,133,104,1,10,217,456946
7483,14,29932,190,87,2,8,209,703378
7484,7,14968,55,63,0,5,119,293363
7484,43,22452,143,58,1,2,253,444174
7484,0,7484,57,51,1,2,69,27755
7485,8,22455,157,66,1,12,154,349021
7485,41,22455,184,64,2,13,179,389613
7485,23,14970,82,56,0,5,88,217529
7486,23,22458,177,80,2,6,123,275239
7486,33,14972,8,67,1,5,83,330882
7486,9,29944,170,56,1,10,167,579803
7487,24,37435,293,124,0,14,329,512784
7487,1,22461,148,72,1,7,129,282221
7487,27,22461,170,65,1,4,131,402572
7488,10,29952,265,67,1,11,252,501809
7488,14,14976,132,61,0,8,109,254506
7488,22,14976,131,60,2,5,131,192261
7489,24,22467,162,108,3,5,161,266037
7489,11,22467,167,90,1,6,147,369697
7489,4,29956,228,81,1,11,70,617548
7490,23,14980,63,69,0,3,114,192648
7490,4,14980,120,62,2,5,45,245718
7490,28,14980,145,58,2,6,78,201519
7491,23,22473,90,91,0,1,118,370253
7491,8,22473,183,67,0,6,79,249088
7491,22,14982,115,59,0,7,135,269661
7492,12,37460,369,112,0,14,138,565363
7492,32,22476,165,72,0,9,108,502279
7492,25,22476,149,64,1,10,152,294332
7493,41,14986,71,76,1,8,102,477356
7493,12,22479,225,68,1,4,178,163213
7493,6,22479,221,65,1,6,98,355586
7494,38,22482,205,112,0,7,126,615745
7494,12,22482,145,100,2,7,186,252342
7494,11,14988,116,85,0,3,76,223739
7495,24,29980,310,86,0,7,150,467007
7495,47,14990,159,78,1,6,122,219581
7495,55,14990,70,72,1,1,110,165571
7496,17,52472,281,151,2,14,310,789781
7496,23,29984,204,109,2,4,141,619752
7496,5,29984,323,97,1,5,203,561655
7497,4,29988,266,109,2,17,294,686827
7497,12,22491,181,93,1,6,152,396611
7497,14,22491,159,84,0,3,122,486183
7498,13,14996,104,68,1,5,157,139294
7498,31,22494,125,62,2,14,175,321606
7498,23,7498,60,56,0,5,69,61788
7499,10,22497,127,94,1,7,87,286193
7499,27,22497,151,60,0,11,156,401563
7499,13,22497,76,55,2,4,101,430664
7500,16,22500,161,114,1,8,172,592247
7500,1,37500,198,96,1,14,195,429314
7500,8,22500,184,87,0,8,181,520300
7501,31,15002,50,79,2,1,139,254773
7501,10,22503,211,74,1,11,172,417255
7501,13,22503,46,69,2,3,125,355046
7502,15,30008,297,98,0,9,149,543362
7502,2,37510,292,95,1,13,332,644296
7502,17,22506,200,59,0,8,134,272788
7503,16,15006,60,72,1,2,153,398405
7503,1,15006,82,71,1,4,113,177419
7503,34,30012,282,69,2,12,244,538931
7504,3,22512,142,86,1,6,148,314763
7504,10,22512,61,83,1,2,245,355660
7504,6,30016,190,80,0,15,136,501143
7505,7,37525,278,120,1,8,284,577405
7505,1,15010,166,71,1,1,84,323247
7505,45,22515,196,56,1,5,249,524375
7506,8,22518,111,89,1,4,221,574738
7506,26,30024,218,80,2,14,249,582360
7506,37,15012,150,74,0,2,81,203134
7507,12,30028,171,102,3,13,145,512203
7507,6,15014,29,86,1,4,29,321837
7507,32,22521,243,73,0,7,48,328686
7508,5,30032,151,96,1,15,167,511501
7508,37,15016,165,74,1,0,94,180546
7508,19,30032,100,69,2,10,109,501626
7509,13,30036,157,115,2,8,286,512278
7509,22,22527,195,83,0,7,205,448852
7509,49,22527,195,69,2,5,165,185538
7510,2,37550,250,110,0,9,247,388755
7510,17,30040,145,103,2,8,268,206482
7510,22,15020,101,75,0,4,101,215933
7511,13,22533,203,77,0,9,50,449071
7511,26,30044,192,64,0,6,199,567403
7511,6,15022,161,58,0,4,56,48499
7512,3,22536,166,118,1,12,199,473225
7512,16,22536,247,73,1,10,152,532905
7512,7,30048,223,70,2,11,221,617566
7513,4,37565,231,97,1,7,133,608776
7513,3,30052,99,94,2,8,134,456805
7513,2,37565,267,81,1,11,259,686500
7514,21,15028,146,62,1,3,120,172578
7514,42,22542,181,58,0,10,181,278892
7514,11,15028,29,55,1,1,104,339646
7515,7,22545,155,86,0,12,161,344991
7515,2,37575,267,82,0,12,212,588880
7515,21,22545,91,75,0,11,134,242212
7516,0,30064,180,113,1,7,217,387788
7516,10,22548,118,80,1,9,206,171505
7516,2,22548,78,76,2,8,204,322238
7517,14,30068,257,101,1,11,199,443584
7517,31,7517,69,81,0,2,77,66337
7517,23,22551,221,66,1,6,185,220214
7518,6,22554,185,109,1,8,203,488817
7518,58,22554,27,69,1,13,158,407146
7518,0,15036,79,67,1,6,123,427786
7519,7,22557,140,96,1,10,156,443268
7519,15,30076,188,90,2,9,213,227716
7519,5,30076,220,80,3,13,140,470974
7520,31,30080,249,117,2,12,126,293255
7520,8,30080,210,95,3,12,167,360551
7520,2,45120,184,92,0,13,210,900623
7521,8,30084,330,87,2,12,153,164647
7521,15,30084,190,87,1,18,262,660402
7521,7,22563,126,73,1,10,151,666678
7522,38,22566,106,93,1,11,81,312903
7522,19,15044,131,62,0,3,172,102738
7522,27,15044,61,61,0,7,164,253893
7523,17,30092,248,77,0,8,210,377381
7523,32,15046,61,65,1,7,111,259761
7523,3,22569,117,48,1,8,126,518008
7524,18,22572,148,83,1,7,221,483612
7524,26,15048,86,63,1,2,133,260182
7524,23,30096,296,61,0,11,146,518837
7525,20,22575,150,130,0,8,180,380176
7525,12,22575,104,100,1,10,195,418304
7525,22,22575,235,86,2,7,60,172829
7526,10,15052,47,75,0,0,75,333071
7526,1,15052,142,70,1,8,125,205433
7526,22,22578,188,65,1,8,151,555510
7527,7,15054,88,83,0,4,143,292608
7527,20,22581,219,74,1,7,210,312301
7527,39,15054,106,73,0,5,187,319743
7528,12,37640,178,86,1,11,321,518443
7528,28,30112,172,82,0,15,167,633925
7528,32,15056,46,57,1,4,105,240239
7529,24,15058,74,95,0,1,91,46136
7529,40,15058,135,83,1,7,79,110537
7529,12,22587,140,74,1,10,98,477088
7530,9,30120,169,115,2,4,267,120722
7530,10,45180,223,108,3,20,189,922249
7530,28,22590,206,82,1,2,209,280250
7531,38,22593,172,97,1,13,167,460272
7531,53,22593,214,93,0,6,175,585791
7531,9,22593,132,91,0,9,64,410103
7532,12,15064,170,65,1,5,25,151039
7532,5,15064,119,62,0,5,82,364213
7532,6,22596,128,57,0,12,63,356258
7533,24,15066,94,72,0,4,119,55728
7533,31,15066,98,71,1,10,106,49686
7533,54,15066,50,66,1,7,49,164555
7534,24,15068,104,91,0,7,105,328548
7534,7,22602,192,77,0,11,196,510447
7534,30,30136,296,68,1,11,149,392442
7535,2,30140,97,132,2,11,215,506018
7535,5,30140,233,121,0,8,132,499669
7535,18,22605,106,106,2,4,153,348021
7536,7,22608,129,95,1,7,158,474028
7536,21,22608,63,70,2,13,215,531393
7536,28,30144,224,68,3,8,158,469215
7537,4,30148,185,107,2,11,121,377276
7537,9,22611,147,73,1,3,164,545515
7537,36,15074,143,59,0,7,87,208239
7538,6,15076,169,91,1,5,75,271341
7538,8,22614,99,83,1,13,192,281765
7538,0,22614,193,72,0,13,83,305240
7539,18,22617,190,96,1,4,231,501925
7539,3,22617,38,82,0,5,144,402218
7539,6,22617,175,77,2,10,260,228286
7540,38,22620,189,99,1,10,119,317987
7540,5,30160,238,86,1,13,147,226356
7540,7,15080,39,84,0,7,53,447195
7541,8,45246,458,99,3,12,292,897376
7541,24,22623,161,90,1,11,153,112675
7541,31,22623,203,73,1,9,151,335528
7542,5,30168,178,123,1,12,232,530083
7542,49,15084,80,72,1,6,107,309322
7542,34,22626,190,68,0,8,147,295162
7543,24,30172,157,95,0,7,129,346238
7543,18,22629,152,78,2,12,167,226905
7543,4,15086,20,66,1,7,115,382436
7544,12,22632,139,78,1,4,102,172590
7544,14,22632,152,73,1,7,153,278782
7544,3,15088,164,72,1,5,92,164680
7545,34,37725,258,88,3,9,241,624537
7545,10,22635,151,80,0,8,201,188535
7545,9,22635,177,58,2,10,78,287060
7546,3,22638,128,77,1,7,70,380927
7546,23,15092,80,59,1,7,118,433787
7546,19,15092,173,55,1,2,98,159139
7547,20,30188,322,79,0,9,200,540617
7547,8,15094,64,72,0,6,75,316616
7547,13,30188,173,66,0,8,176,194566
7548,39,15096,141,91,0,10,155,284005
7548,4,22644,108,84,2,5,116,400655
7548,18,22644,56,79,1,8,77,190416
7549,21,30196,225,79,2,10,256,464715
7549,10,30196,238,70,1,7,223,414145
7549,6,15098,94,68,0,5,62,152738
7550,11,22650,235,120,1,7,132,281581
7550,8,37750,197,78,1,13,110,590643
7550,19,22650,177,71,1,3,260,162587
7551,41,22653,102,97,0,4,133,476521
7551,39,30204,232,66,2,6,289,254299
7551,26,15102,140,59,1,4,98,187268
7552,2,37760,403,133,3,11,252,285443
7552,9,45312,270,102,1,17,348,397650
7552,7,37760,137,78,2,13,138,516359
7553,21,30212,174,74,2,13,169,669746
7553,20,22659,158,54,0,10,216,238298
7553,33,15106,163,51,1,5,151,242426
7554,3,22662,110,94,1,6,170,406663
7554,14,30216,83,89,0,9,206,462649
7554,33,30216,238,84,0,12,307,578848
7555,3,22665,221,82,2,8,165,445746
7555,7,22665,203,76,0,8,175,337894
7555,39,15110,65,71,0,2,136,204717
7556,2,22668,170,68,2,4,69,445077
7556,9,30224,200,66,1,8,182,491566
7556,11,15112,126,62,0,7,156,223763
7557,13,22671,151,85,0,8,92,262392
7557,1,22671,224,73,1,7,127,498605
7557,4,15114,151,72,1,8,139,288204
7558,12,30232,211,87,3,11,229,396406
7558,32,22674,126,79,0,7,176,328300
7558,28,22674,234,74,2,7,91,547451
7559,19,45354,236,134,2,16,326,351267
7559,7,15118,173,78,0,5,13,374535
7559,11,15118,175,66,0,6,90,124264
7560,9,22680,157,91,0,6,42,144484
7560,8,30240,231,79,1,14,93,557396
7560,3,22680,88,73,0,7,240,214488
7561,12,30244,226,121,0,8,134,503299
7561,10,30244,209,110,0,15,153,539975
7561,14,22683,221,85,1,10,196,386136
7562,3,30248,168,61,1,15,183,422805
7562,14,22686,77,60,1,7,232,362311
7562,8,22686,159,60,1,3,120,478213
7563,16,30252,127,119,1,10,204,310316
7563,20,22689,174,87,1,11,177,375235
7563,18,22689,83,72,1,13,94,400474
7564,23,22692,178,103,1,4,122,377622
7564,8,22692,211,96,0,8,229,275119
7564,39,22692,227,76,1,13,177,465404
7565,22,37825,241,110,1,15,233,640438
7565,23,22695,179,79,1,10,260,268963
7565,9,15130,105,77,1,4,137,119038
7566,26,37830,248,108,3,16,66,548259
7566,4,30264,270,94,0,10,150,350508
7566,10,22698,133,76,0,7,150,342739
7567,8,45402,243,118,2,15,307,883154
7567,30,22701,73,113,0,8,154,235126
7567,3,22701,161,104,1,9,151,502336
7568,14,30272,141,133,1,13,107,584600
7568,43,15136,96,84,1,3,159,178355
7568,1,30272,294,83,3,7,200,142145
7569,18,37845,160,71,2,22,248,724477
7569,16,15138,102,54,0,6,110,216623
7569,5,15138,75,52,0,9,34,190586
7570,34,15140,161,89,0,1,89,196700
7570,10,15140,31,85,1,8,163,257948
7570,47,15140,148,84,0,3,152,138254
7571,9,37855,214,127,4,14,203,631095
7571,12,37855,280,124,2,11,150,611040
7571,23,22713,215,89,1,4,109,459247
7572,5,22716,54,88,0,13,152,613763
7572,19,15144,70,73,1,4,24,189056
7572,36,22716,119,69,2,11,187,381080
7573,5,30292,119,76,1,9,206,661030
7573,22,7573,99,61,1,0,90,189625
7573,8,22719,153,59,0,8,134,384107
7574,12,30296,166,100,1,17,106,762250
7574,29,15148,120,72,0,4,100,242873
7574,3,22722,29,70,1,7,139,490387
7575,33,15150,118,60,0,4,142,163540
7575,5,15150,151,50,0,7,129,270409
7575,20,22725,70,41,0,4,166,327147
7576,18,15152,118,112,0,9,53,90700
7576,26,22728,127,62,1,3,174,362490
7576,37,15152,137,62,0,6,127,225416
7577,21,30308,309,106,3,9,280,380382
7577,34,45462,223,92,4,12,273,720560
7577,2,30308,194,82,2,10,121,537466
7578,32,22734,117,116,1,10,190,379598
7578,14,22734,200,85,0,9,123,216500
7578,8,22734,135,82,1,9,171,475578
7579,3,37895,318,144,1,7,371,802592
7579,16,30316,232,103,0,10,82,575284
7579,0,22737,144,73,2,6,76,331685
7580,22,45480,370,126,3,9,222,971851
7580,10,30320,143,96,1,13,240,517078
7580,53,22740,89,85,1,5,188,187798
7581,27,15162,48,86,0,5,79,305377
7581,25,15162,42,68,1,5,74,258205
7581,7,15162,140,67,2,7,131,180208
7582,7,22746,57,85,0,6,138,154075
7582,28,37910,249,78,1,14,347,380898
7582,26,22746,136,70,0,4,87,373556
7583,3,30332,106,100,0,11,232,338696
7583,4,22749,139,76,0,14,185,254503
7583,32,37915,260,71,2,10,156,770959
7584,21,37920,246,118,1,12,167,388961
7584,22,37920,182,88,2,17,401,513072
7584,15,22752,104,78,2,8,159,328675
7585,26,30340,276,120,3,7,298,636553
7585,31,22755,156,84,1,8,274,281650
7585,1,22755,95,76,1,11,103,353959
7586,33,22758,117,74,1,6,165,386457
7586,7,30344,184,73,0,15,178,402701
7586,27,15172,111,61,1,8,102,297208
7587,26,22761,165,88,0,6,175,305585
7587,18,30348,222,86,1,8,198,306720
7587,19,30348,85,77,2,6,132,550380
7588,1,30352,139,105,1,9,231,399018
7588,3,15176,76,72,1,5,117,296887
7588,21,15176,75,67,0,7,169,365762
7589,10,30356,203,99,0,14,188,514915
7589,19,22767,138,71,0,11,219,511562
7589,4,22767,127,65,2,7,94,217528
7590,22,37950,142,188,0,12,293,493653
7590,2,22770,67,108,1,15,231,207909
7590,31,22770,157,71,1,7,142,395060
7591,22,22773,218,109,0,7,136,291693
7591,12,15182,78,97,2,4,125,145831
7591,23,22773,158,89,1,8,104,332099
7592,55,15184,122,65,1,9,51,239767
7592,24,15184,79,59,0,2,102,290653
7592,33,22776,57,58,1,9,139,104298
7593,1,30372,240,125,1,9,190,522718
7593,35,15186,90,65,0,2,113,257857
7593,43,7593,26,64,0,0,53,220837
7594,28,30376,209,76,3,9,210,395129
7594,31,7594,54,58,0,3,54,166156
7594,8,22782,195,56,0,14,227,98867
7595,7,30380,230,87,2,8,69,229543
7595,30,30380,182,72,1,12,157,620670
7595,1,15190,100,71,0,4,37,271985
7596,14,22788,150,92,0,9,222,279041
7596,25,30384,185,86,1,7,162,423698
7596,44,22788,227,80,0,11,211,316761
7597,22,30388,151,77,0,10,126,445548
7597,10,30388,206,71,0,10,140,512390
7597,1,30388,139,55,3,8,153,321883
7598,27,30392,224,110,0,6,149,567576
7598,9,45588,299,76,3,13,319,492226
7598,4,22794,122,71,2,9,119,436838
7599,3,22797,160,91,1,4,245,304301
7599,8,30396,234,80,2,9,288,406141
7599,1,22797,125,52,2,7,198,255203
7600,23,15200,26,73,0,5,90,126079
7600,3,30400,183,68,1,18,183,581578
7600,5,22800,151,65,0,7,249,222192
7601,2,38005,281,98,1,5,192,641715
7601,1,30404,180,72,1,5,146,632184
7601,14,15202,142,62,0,5,119,349670
7602,21,15204,186,68,0,6,67,136021
7602,34,22806,67,65,1,6,120,262719
7602,7,15204,135,57,0,5,97,162108
7603,35,22809,92,124,2,8,107,519051
7603,15,22809,161,91,1,3,112,311006
7603,2,22809,154,68,2,10,74,495069
7604,22,22812,148,94,2,9,57,360617
7604,20,22812,68,84,1,5,69,502015
7604,46,22812,217,67,0,6,91,260036
7605,23,22815,192,81,1,6,150,431075
7605,19,22815,224,62,0,9,77,529418
7605,21,15210,9,60,1,8,136,370880
7606,8,38030,101,129,2,15,224,575173
7606,14,22818,69,103,2,6,212,265428
7606,18,22818,238,102,1,8,208,111254
7607,4,22821,131,118,1,9,161,350652
7607,1,38035,360,116,1,11,275,845191
7607,12,22821,211,72,0,7,237,319953
7608,12,22824,155,113,1,12,173,264298
7608,8,15216,93,65,0,7,124,307653
7608,50,15216,26,64,1,5,184,220139
7609,15,22827,132,61,1,8,86,432829
7609,3,15218,99,61,0,5,65,312530
7609,26,22827,155,52,0,8,89,459863
7610,15,38050,263,84,1,16,298,654652
7610,44,15220,94,81,0,6,60,123349
7610,21,38050,159,76,2,9,170,489141
7611,19,30444,309,95,0,13,209,310585
7611,1,38055,130,95,2,8,233,309437
7611,12,22833,125,77,0,7,33,249839
7612,3,45672,265,132,1,19,181,894925
7612,15,22836,144,99,1,6,245,197202
7612,39,15224,46,80,1,6,36,226525
7613,3,45678,213,100,1,15,223,489039
7613,13,22839,157,85,0,5,144,158998
7613,4,15226,51,73,2,3,129,302380
7614,11,22842,104,99,1,7,210,419007
7614,10,30456,304,78,1,15,306,314761
7614,18,22842,140,68,0,10,140,197020
7615,23,38075,358,105,2,10,259,392628
7615,13,22845,107,79,1,7,150,219477
7615,26,22845,192,75,2,5,168,447563
7616,20,22848,81,70,1,7,102,317050
7616,13,22848,150,60,1,5,182,658846
7616,15,22848,199,48,1,7,148,249297
7617,26,22851,127,110,1,8,129,420151
7617,4,38085,191,74,0,17,224,675375
7617,5,22851,97,74,0,7,154,189074
7618,15,45708,335,150,1,19,363,724157
7618,4,22854,195,86,1,5,87,59985
7618,21,22854,74,85,1,3,176,260121
7619,15,30476,122,61,1,8,175,481856
7619,28,22857,186,59,1,3,93,562986
7619,8,30476,156,50,0,10,188,436220
7620,15,22860,203,84,1,5,194,462649
7620,16,22860,147,84,1,9,198,274030
7620,42,30480,135,77,1,4,175,295021
7621,10,30484,181,134,0,6,247,468688
7621,50,15242,25,69,2,9,68,244961
7621,25,7621,18,67,0,2,25,60329
7622,8,45732,397,126,1,16,307,425325
7622,16,30488,286,81,3,12,157,249119
7622,51,15244,126,68,0,5,98,451120
7623,58,30492,106,108,1,5,325,583453
7623,1,30492,92,97,2,12,240,659366
7623,19,38115,148,77,3,14,157,341068
7624,9,30496,136,102,1,14,177,290971
7624,13,22872,141,74,0,11,139,408448
7624,7,22872,150,63,1,3,117,552380
7625,5,22875,57,106,0,10,166,559826
7625,32,30500,250,100,0,13,227,297716
7625,38,22875,154,87,1,6,135,166289
7626,19,22878,167,99,2,9,139,176840
7626,23,30504,220,90,0,7,206,554001
7626,4,22878,185,79,1,8,219,439538
7627,16,15254,89,71,1,7,108,340199
7627,25,7627,55,57,0,4,28,184840
7627,12,22881,81,56,0,3,113,347142
7628,18,22884,182,70,0,4,160,548901
7628,28,15256,159,69,0,3,157,120994
7628,4,30512,247,66,0,17,235,758851
7629,9,15258,86,87,0,4,71,243918
7629,29,38145,248,79,1,18,313,532597
7629,1,15258,94,62,0,6,67,152532
7630,9,53410,338,132,4,13,400,415461
7630,2,22890,142,77,0,12,165,283491
7630,25,22890,154,74,0,10,143,71720
7631,8,38155,240,124,1,17,254,810041
7631,26,22893,183,100,1,7,161,357164
7631,17,22893,144,74,1,6,145,380629
7632,17,22896,135,80,1,7,229,189597
7632,27,15264,55,63,1,1,147,274367
7632,15,15264,106,58,0,3,43,124898
7633,1,38165,290,117,1,17,355,402661
7633,18,22899,136,83,0,0,88,178405
7633,2,22899,139,75,2,8,176,180141
7634,2,38170,306,114,0,10,209,445430
7634,11,22902,127,86,0,13,204,324421
7634,17,15268,165,72,0,3,45,221703
7635,6,30540,194,120,2,15,202,418660
7635,29,30540,135,73,3,14,236,448152
7635,1,30540,128,62,0,13,195,608567
7636,19,22908,154,112,1,4,220,383626
7636,32,22908,83,99,0,13,171,472357
7636,12,15272,91,86,0,7,82,219725
7637,9,22911,90,69,0,5,140,517346
7637,18,15274,6,64,0,3,107,83910
7637,19,30548,167,62,1,9,172,364929
7638,32,22914,176,82,0,8,162,432852
7638,34,22914,198,79,1,6,137,185302
7638,6,15276,133,64,1,7,118,297962
7639,10,38195,331,108,4,10,266,540870
7639,11,22917,163,50,1,11,147,468969
7639,13,15278,100,47,1,1,152,260989
7640,6,22920,81,67,1,3,136,326134
7640,35,22920,118,61,1,6,171,415500
7640,1,30560,165,49,1,5,128,542038
7641,9,30564,108,97,2,14,318,670764
